# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Apr 25 18:51:06 2019
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
#
pl_name,pl_discmethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim
HD 203473 b,Radial Velocity,1552.90000000,3.40000000,-3.40000000,0,2.730000,0.170000,-0.170000,0,0.289000,0.010000,-0.010000,0,7.80000,1.10000,-1.10000,0,,,,0,,,,0,5780.00,,,0,1.12,0.21,-0.21,0,1.33,0.10,-0.10,0,,,,0,0.250,0.060,-0.060,0
HD 2039 b,Radial Velocity,1120.00000000,23.00000000,-23.00000000,0,2.200000,0.060000,-0.060000,0,0.710000,0.050000,-0.050000,0,6.29000,1.16000,-1.16000,0,,,,0,,,,0,5945.00,36.00,-36.00,0,1.23,0.19,-0.19,0,1.19,0.03,-0.03,0,,,,0,,,,0
HD 204313 b,Radial Velocity,1920.09998000,25.00000000,-25.00000000,0,3.070000,0.060000,-0.060000,0,0.230000,0.040000,-0.040000,0,3.46000,0.21000,-0.21000,0,,,,0,,,,0,5783.00,29.00,-29.00,0,1.03,0.04,-0.04,0,1.10,0.02,-0.02,0,,,,0,,,,0
HD 204313 c,Radial Velocity,34.90500000,0.01200000,-0.01200000,0,0.209900,0.007100,-0.007100,0,0.155000,0.071000,-0.071000,0,0.05530,0.00530,-0.00530,0,,,,,,,,,5783.00,29.00,-29.00,0,1.03,0.04,-0.04,0,1.10,0.02,-0.02,0,,,,,,,,0
HD 204941 b,Radial Velocity,1733.00000000,74.00000000,-74.00000000,0,2.550000,0.080000,-0.080000,0,0.370000,0.080000,-0.080000,0,0.23000,0.03000,-0.03000,0,,,,0,,,,0,5026.00,29.00,-29.00,0,0.58,0.08,-0.08,0,0.78,0.01,-0.01,0,,,,0,,,,0
HD 205739 b,Radial Velocity,279.80000000,0.10000000,-0.10000000,0,0.896000,0.019000,-0.015000,0,0.270000,0.070000,-0.070000,0,1.37000,0.07000,-0.09000,0,,,,,,,,,6176.00,30.00,-30.00,0,1.22,0.08,-0.06,0,1.33,0.10,-0.10,0,,,,,0.360,,,0
HD 206610 b,Radial Velocity,673.20000000,3.30000000,-3.30000000,0,1.740000,0.330000,-0.330000,0,0.100000,0.042000,-0.042000,0,2.03600,0.06500,-0.06500,0,,,,,,,,0,4842.00,,,0,1.55,,,0,6.12,,,0,,,,0,,,,0
HD 20781 b,Radial Velocity,5.31350000,0.00100000,-0.00100000,0,0.052900,0.002400,-0.002700,0,0.100000,0.110000,-0.070000,0,0.00610,0.00120,-0.00110,0,,,,0,,,,0,5256.00,29.00,-29.00,0,0.70,,,0,,,,0,,,,0,-0.310,0.034,-0.037,0
HD 20781 c,Radial Velocity,13.89050000,0.00330000,-0.00340000,0,0.100400,0.004600,-0.005100,0,0.090000,0.090000,-0.060000,0,0.01680,0.00220,-0.00210,0,,,,0,,,,0,5256.00,29.00,-29.00,0,0.70,,,0,,,,0,,,,0,-0.310,0.034,-0.037,0
HD 20781 d,Radial Velocity,29.15800000,0.01020000,-0.01000000,0,0.164700,0.007600,-0.008300,0,0.110000,0.050000,-0.060000,0,0.03340,0.00380,-0.00370,0,,,,0,,,,0,5256.00,29.00,-29.00,0,0.70,,,0,,,,0,,,,0,-0.310,0.034,-0.037,0
HD 20781 e,Radial Velocity,85.50730000,0.09830000,-0.09470000,0,0.337400,0.015500,-0.017000,0,0.060000,0.060000,-0.040000,0,0.04420,0.00490,-0.00490,0,,,,0,,,,0,5256.00,29.00,-29.00,0,0.70,,,0,,,,0,,,,0,-0.310,0.034,-0.037,0
HD 20782 b,Radial Velocity,597.06430000,0.02560000,-0.02560000,0,1.364900,0.046600,-0.049500,0,0.950000,0.001000,-0.001000,0,1.48780,0.10450,-0.10660,0,,,,0,,,,0,5790.00,15.00,-15.00,0,1.07,0.07,-0.07,0,1.11,0.01,-0.01,0,,,,0,,,,0
HD 207832 b,Radial Velocity,160.07000000,0.23000000,-0.23000000,0,0.586000,0.032000,-0.032000,0,0.197000,0.053000,-0.053000,0,0.56000,0.09100,-0.09100,0,,,,0,,,,0,5726.00,,,0,1.05,0.17,-0.17,0,0.89,0.05,-0.05,0,,,,0,-0.110,0.050,-0.050,0
HD 207832 c,Radial Velocity,1155.70000000,71.90000000,-37.00000000,0,2.112000,0.087000,-0.045000,0,0.270000,0.220000,-0.100000,0,0.73000,0.18000,-0.05000,0,,,,,,,,,5726.00,,,0,1.05,0.17,-0.17,0,0.89,0.05,-0.05,0,,,,,-0.110,0.050,-0.050,0
HD 20794 b,Radial Velocity,18.31500000,0.00800000,-0.00800000,0,0.120700,0.002000,-0.002000,0,0.000000,,,0,0.00850,0.00090,-0.00090,0,,,,,,,,,5401.00,17.00,-17.00,0,0.70,,,0,,,,,660,,,0,,,,
HD 20794 c,Radial Velocity,40.11400000,0.05300000,-0.05300000,0,0.203600,0.003400,-0.003400,0,0.000000,,,0,0.00760,0.00130,-0.00130,0,,,,,,,,,5401.00,17.00,-17.00,0,0.70,,,0,,,,,508,,,0,,,,
HD 20794 d,Radial Velocity,90.30900000,0.18400000,-0.18400000,0,0.349900,0.005900,-0.005900,0,0.000000,,,0,0.01500,0.00200,-0.00200,0,,,,,,,,,5401.00,17.00,-17.00,0,0.70,,,0,,,,,388,,,0,,,,
HD 20794 e,Radial Velocity,147.02000000,1.43000000,-0.91000000,0,0.509000,0.006000,-0.006000,0,0.290000,0.140000,-0.180000,0,0.01501,0.00302,-0.00271,0,,,,,,,,,5401.00,17.00,-17.00,0,0.70,,,0,,,,,,,,,,,,
HD 208487 b,Radial Velocity,130.08000000,0.51000000,-0.51000000,0,0.524000,0.030000,-0.030000,0,0.240000,0.160000,-0.160000,0,0.52000,0.08200,-0.08200,0,,,,,,,,,6067.00,,,0,1.13,,,0,,,,,,,,,,,,
HD 208527 b,Radial Velocity,875.50000000,5.80000000,-5.80000000,0,2.100000,0.200000,-0.200000,0,0.080000,0.040000,-0.040000,0,9.90000,1.70000,-1.70000,0,,,,,,,,,4035.00,65.00,-65.00,0,1.60,0.40,-0.40,0,51.10,8.30,-8.30,0,,,,,,,,
HD 20868 b,Radial Velocity,380.85001000,0.09000000,-0.09000000,0,0.950000,0.020000,-0.020000,0,0.750000,0.000000,0.000000,0,1.25000,0.59000,-0.59000,0,,,,0,,,,0,4802.00,146.00,-146.00,0,0.39,0.27,-0.27,0,0.76,0.05,-0.05,0,,,,0,,,,0
HD 208897 b,Radial Velocity,352.70000000,1.70000000,-1.70000000,0,1.050000,0.030000,-0.030000,0,0.070000,0.060000,-0.060000,0,1.40000,0.08000,-0.08000,0,,,,0,,,,0,4860.00,100.00,-100.00,0,1.25,0.11,-0.11,0,4.98,0.20,-0.20,0,,,,0,1.090,0.070,-0.070,0
HD 209458 b,Radial Velocity,3.52474859,0.00000038,-0.00000038,0,,,,0,0.000000,,,0,0.73000,0.04000,-0.04000,0,1.390,0.020,-0.020,0,,,,0,6091.00,10.00,-10.00,0,1.23,0.09,-0.09,0,1.19,0.02,-0.02,0,,,,0,,,,0
HD 210277 b,Radial Velocity,442.19000000,0.50000000,-0.50000000,0,1.130000,0.020000,-0.020000,0,0.480000,0.020000,-0.020000,0,1.29000,0.05000,-0.05000,0,,,,0,,,,0,5538.00,14.00,-14.00,0,1.01,0.05,-0.05,0,1.07,0.01,-0.01,0,,,,0,,,,0
HD 210702 b,Radial Velocity,354.10000000,0.70000000,-0.70000000,0,1.148000,0.057000,-0.057000,0,0.028000,0.034000,-0.034000,0,1.80800,0.09700,-0.09700,0,,,,,,,,0,4951.00,,,0,1.61,,,0,4.92,,,0,,,,0,,,,0
HD 211810 b,Radial Velocity,1558.00000000,22.00000000,-22.00000000,0,2.656000,0.043000,-0.043000,0,0.680000,0.140000,-0.140000,0,0.67000,0.44000,-0.44000,0,,,,0,,,,0,5652.00,,,0,1.03,0.02,-0.02,0,1.13,1.13,-1.13,0,,,,0,0.070,0.430,-0.430,0
HD 212301 b,Radial Velocity,2.24571000,0.00028000,-0.00028000,0,0.030000,0.000000,0.000000,0,0.000000,,,0,0.51000,0.04000,-0.04000,0,,,,0,,,,0,6239.00,24.00,-24.00,0,1.55,0.16,-0.16,0,1.16,0.02,-0.02,0,,,,0,,,,0
HD 212771 b,Radial Velocity,380.70000000,1.40000000,-1.40000000,0,1.190000,0.130000,-0.130000,0,0.076000,0.051000,-0.051000,0,2.39000,0.27000,-0.27000,0,,,,,,,,0,5003.00,,,0,1.56,,,0,5.27,,,0,,,,0,,,,0
HD 213240 b,Radial Velocity,882.70001000,7.60000000,-7.60000000,0,1.890000,0.030000,-0.030000,0,0.420000,0.010000,-0.010000,0,5.58000,0.31000,-0.31000,0,,,,0,,,,0,5979.00,19.00,-19.00,0,1.57,0.12,-0.12,0,1.51,0.02,-0.02,0,,,,0,,,,0
HD 214823 b,Radial Velocity,1854.40000000,1.10000000,-1.10000000,0,3.230000,0.200000,-0.200000,0,0.164100,0.002600,-0.002600,0,20.30000,2.60000,-2.60000,0,,,,0,,,,0,5933.00,,,0,1.31,0.24,-0.24,0,2.04,0.15,-0.15,0,,,,0,0.670,0.060,-0.060,0
HD 215152 b,Radial Velocity,5.75999000,0.00157000,-0.00175000,0,0.057638,0.000739,-0.000759,0,0.000000,,,0,0.00572,0.00158,-0.00198,0,,,,0,,,,0,4935.00,76.00,-76.00,0,0.77,0.01,-0.01,0,0.73,0.02,-0.02,0,,,,0,,,,0
HD 215152 c,Radial Velocity,7.28243000,0.00451000,-0.00827000,0,0.067393,0.000860,-0.000893,0,0.000000,,,0,0.00541,0.00194,-0.00228,0,,,,0,,,,0,4935.00,76.00,-76.00,0,0.77,0.01,-0.01,0,0.73,0.02,-0.02,0,,,,0,,,,0
HD 215152 d,Radial Velocity,10.86499000,0.00564000,-0.00613000,0,0.087990,0.001130,-0.001160,0,0.000000,,,0,0.00881,0.00255,-0.00290,0,,,,0,,,,0,4935.00,76.00,-76.00,0,0.77,0.01,-0.01,0,0.73,0.02,-0.02,0,,,,0,,,,0
HD 215152 e,Radial Velocity,25.19670000,0.04760000,-0.05050000,0,0.154170,0.001990,-0.002040,0,0.000000,,,0,0.00905,0.00334,-0.00466,0,,,,0,,,,0,4935.00,76.00,-76.00,0,0.77,0.01,-0.01,0,0.73,0.02,-0.02,0,,,,0,,,,0
HD 215497 b,Radial Velocity,3.93404000,0.00066000,-0.00066000,0,0.050000,0.000000,0.000000,0,0.160000,0.090000,-0.090000,0,0.02000,0.01000,-0.01000,0,,,,0,,,,0,5110.00,108.00,-108.00,0,0.67,0.33,-0.33,0,0.85,0.04,-0.04,0,,,,0,,,,0
HD 215497 c,Radial Velocity,567.94000000,2.70000000,-2.70000000,0,1.282000,,,0,0.490000,0.040000,-0.040000,0,0.33000,,,0,,,,,,,,,5110.00,108.00,-108.00,0,0.67,0.33,-0.33,0,0.85,0.04,-0.04,0,,,,,,,,0
HD 216435 b,Radial Velocity,1311.00000000,49.00000000,-49.00000000,0,2.560000,0.170000,-0.170000,0,0.070000,0.078000,-0.078000,0,1.26000,0.13000,-0.13000,0,,,,,,,,,5999.00,60.00,-60.00,0,1.30,,,0,,,,,,,,,,,,
HD 216437 b,Radial Velocity,1256.00000000,35.00000000,-35.00000000,0,2.320000,,,0,0.290000,0.120000,-0.120000,0,1.82000,,,0,,,,,,,,,5887.00,,,0,1.06,,,0,,,,,,,,,0.350,,,0
HD 216536 b,Radial Velocity,148.60001000,0.70000000,-0.70000000,0,0.610000,0.060000,-0.060000,0,0.380000,0.110000,-0.110000,0,1.05000,0.40000,-0.40000,0,,,,0,,,,0,4639.00,45.00,-45.00,0,0.81,0.44,-0.44,0,9.83,1.28,-1.28,0,,,,0,,,,0
HD 216770 b,Radial Velocity,118.45000000,0.55000000,-0.55000000,0,0.460000,0.010000,-0.010000,0,0.370000,0.060000,-0.060000,0,0.57000,0.05000,-0.05000,0,,,,0,,,,0,5399.00,18.00,-18.00,0,0.74,0.07,-0.07,0,0.93,0.02,-0.02,0,,,,0,,,,0
HD 21693 b,Radial Velocity,22.67860000,0.00850000,-0.00870000,0,0.145500,0.005800,-0.006300,0,0.120000,0.090000,-0.080000,0,0.02590,0.00340,-0.00330,0,,,,0,,,,0,5430.00,26.00,-26.00,0,0.80,,,0,,,,0,,,,0,-0.208,0.014,-0.014,0
HD 21693 c,Radial Velocity,53.73570000,0.03120000,-0.03090000,0,0.258600,0.010300,-0.011300,0,0.070000,0.060000,-0.050000,0,0.05470,0.00560,-0.00560,0,,,,0,,,,0,5430.00,26.00,-26.00,0,0.80,,,0,,,,0,,,,0,-0.208,0.014,-0.014,0
HD 217107 b,Radial Velocity,7.12682000,0.00003900,-0.00003900,0,0.080000,0.000000,0.000000,0,0.130000,0.010000,-0.010000,0,1.30000,0.05000,-0.05000,0,,,,0,,,,0,5622.00,17.00,-17.00,0,1.00,0.05,-0.05,0,1.11,0.01,-0.01,0,,,,0,,,,0
HD 217107 c,Radial Velocity,4270.00000000,220.00000000,-220.00000000,0,5.320000,0.380000,-0.380000,0,0.517000,0.033000,-0.033000,0,2.60000,0.15000,-0.15000,0,,,,,,,,,5622.00,17.00,-17.00,0,1.00,0.05,-0.05,0,1.11,0.01,-0.01,0,,,,,,,,0
HD 21749 c,Transit,7.78993000,0.00051000,-0.00044000,0,0.069500,0.002100,-0.002300,0,,,,0,0.01164,,,1,0.080,0.006,-0.005,0,31.93000,,,1,4640.00,100.00,-100.00,0,0.73,0.07,-0.07,0,0.69,0.03,-0.03,0,701,25,-23,0,-0.686,0.000,0.000,0
HD 217786 b,Radial Velocity,1319.00000000,4.00000000,-4.00000000,0,2.380000,0.040000,-0.040000,0,0.400000,0.050000,-0.050000,0,13.00000,0.80000,-0.80000,0,,,,0,,,,0,5966.00,65.00,-65.00,0,1.02,0.03,-0.03,0,1.27,0.06,-0.06,0,,,,0,0.276,,,0
HD 217850 b,Radial Velocity,3501.30000000,2.10000000,-2.10000000,0,4.560000,0.240000,-0.240000,0,0.762100,0.001900,-0.001900,0,21.60000,2.60000,-2.60000,0,,,,0,,,,0,5544.00,,,0,1.03,0.16,-0.16,0,1.21,0.06,-0.06,0,,,,0,0.100,0.040,-0.040,0
HD 218566 b,Radial Velocity,225.70000000,0.40000000,-0.40000000,0,0.690000,0.010000,-0.010000,0,0.300000,0.100000,-0.100000,0,0.20000,0.06000,-0.06000,0,,,,0,,,,0,4730.00,100.00,-100.00,0,0.76,0.32,-0.32,0,0.85,0.04,-0.04,0,,,,0,,,,0
HD 219077 b,Radial Velocity,5501.00000000,130.00000000,-119.00000000,0,6.220000,0.090000,-0.090000,0,0.770000,0.003000,-0.003000,0,10.39000,0.09000,-0.09000,0,,,,,,,,,5362.00,18.00,-18.00,0,1.05,0.02,-0.02,0,1.91,0.03,-0.03,0,,,,,0.425,,,0
HD 219134 b,Radial Velocity,3.09292600,0.00001000,-0.00001000,0,0.038760,0.000470,-0.000470,0,0.000000,,,0,0.01491,0.00060,-0.00060,0,0.143,0.005,-0.005,0,6.34000,0.72000,-0.72000,0,4699.00,16.00,-16.00,0,0.81,0.03,-0.03,0,0.78,0.01,-0.01,0,1015,8,-8,0,-0.577,0.008,-0.008,0
HD 219134 c,Radial Velocity,6.76458000,0.00033000,-0.00033000,0,0.065300,0.000800,-0.000800,0,0.062000,0.039000,-0.039000,0,0.01372,0.00069,-0.00069,0,0.135,0.004,-0.004,0,6.95000,0.77000,-0.77000,0,4699.00,16.00,-16.00,0,0.81,0.03,-0.03,0,0.78,0.01,-0.01,0,782,6,-6,0,-0.577,0.008,-0.008,0
HD 219134 d,Radial Velocity,46.85900000,0.02800000,-0.02800000,0,0.237000,0.003000,-0.003000,0,0.138000,0.025000,-0.025000,0,0.05088,0.00201,-0.00201,-1,0.144,0.002,-0.002,-1,,,,,4699.00,16.00,-16.00,0,0.81,0.03,-0.03,0,0.78,0.01,-0.01,0,411,3,-3,0,-0.577,0.008,-0.008,0
HD 219134 f,Radial Velocity,22.71700000,0.01500000,-0.01500000,0,0.146300,0.001800,-0.001800,0,0.148000,0.047000,-0.047000,0,0.02297,0.00126,-0.00126,-1,0.117,0.002,-0.002,-1,,,,,4699.00,16.00,-16.00,0,0.81,0.03,-0.03,0,0.78,0.01,-0.01,0,523,4,-4,0,-0.577,0.008,-0.008,0
HD 219134 g,Radial Velocity,94.20000000,0.20000000,-0.20000000,0,0.375300,0.000400,-0.000400,0,0.000000,,,0,0.03400,0.00400,-0.00400,0,,,,,,,,,4699.00,16.00,-16.00,0,0.81,0.03,-0.03,0,0.78,0.01,-0.01,0,,,,,-0.577,0.008,-0.008,0
HD 219134 h,Radial Velocity,2247.00000000,43.00000000,-43.00000000,0,3.110000,0.040000,-0.040000,0,0.060000,0.040000,-0.040000,0,0.34000,0.02000,-0.02000,0,,,,,,,,,4699.00,16.00,-16.00,0,0.81,0.03,-0.03,0,0.78,0.01,-0.01,0,,,,,-0.577,0.008,-0.008,0
HD 219415 b,Radial Velocity,2093.30000000,32.70000000,-32.70000000,0,3.200000,,,0,0.400000,0.090000,-0.090000,0,1.00000,,,0,,,,,,,,,4820.00,20.00,-20.00,0,1.00,0.10,-0.10,0,2.90,0.40,-0.40,0,,,,,0.620,0.150,-0.150,0
HD 219666 b,Transit,6.03607000,0.00064000,-0.00063000,0,0.063560,0.002650,-0.002650,0,0.000000,,,0,0.05223,0.00409,-0.00409,0,0.420,0.015,-0.015,0,0.87000,0.12000,-0.11000,0,5527.00,65.00,-65.00,0,0.92,0.03,-0.03,0,1.03,0.03,-0.03,0,1073,20,-20,0,,,,0
HD 219828 b,Radial Velocity,3.83492000,0.00014000,-0.00014000,0,0.050700,0.002900,-0.002900,0,0.101000,0.063000,-0.063000,0,0.06600,0.01200,-0.01200,0,,,,0,,,,0,5807.00,,,0,1.18,0.20,-0.20,0,1.61,0.10,-0.10,0,,,,0,0.420,0.050,-0.050,0
HD 219828 c,Radial Velocity,4682.00000000,99.00000000,-99.00000000,0,5.790000,0.410000,-0.410000,0,0.810200,0.005100,-0.005100,0,14.60000,2.30000,-2.30000,0,,,,0,,,,0,5807.00,,,0,1.18,0.20,-0.20,0,1.61,0.10,-0.10,0,,,,0,0.420,0.050,-0.050,0
HD 220074 b,Radial Velocity,672.09998000,3.70000000,-3.70000000,0,1.600000,0.130000,-0.130000,0,0.140000,0.050000,-0.050000,0,16.64000,13.26000,-13.26000,0,,,,0,,,,0,3787.00,110.00,-110.00,0,2.20,2.62,-2.62,0,54.92,8.76,-8.76,0,,,,0,,,,0
HD 220689 b,Radial Velocity,2209.00000000,103.00000000,-81.00000000,0,3.360000,0.090000,-0.090000,0,0.160000,0.100000,-0.070000,0,1.06000,0.09000,-0.09000,0,,,,,,,,,5921.00,26.00,-26.00,0,1.04,0.03,-0.03,0,1.07,0.04,-0.04,0,,,,,0.093,,,0
HD 220773 b,Radial Velocity,3724.70000000,463.00000000,-463.00000000,0,4.940000,0.200000,-0.200000,0,0.510000,0.100000,-0.100000,0,1.45000,0.30000,-0.30000,0,,,,0,,,,0,5940.00,100.00,-100.00,0,1.16,,,0,,,,0,,,,0,,,,0
HD 220842 b,Radial Velocity,218.47000000,0.19000000,-0.19000000,0,0.740000,0.018000,-0.018000,0,0.404000,0.009000,-0.009000,0,3.18000,0.15000,-0.15000,0,,,,,,,,,5960.00,20.00,-20.00,0,1.13,0.06,-0.06,0,,,,,,,,,,,,
HD 221287 b,Radial Velocity,456.10000000,7.70000000,-5.80000000,0,1.250000,0.040000,-0.040000,0,0.080000,0.170000,-0.050000,0,3.09000,0.79000,-0.79000,0,,,,,,,,,6304.00,45.00,-45.00,0,1.25,0.10,-0.10,0,,,,,,,,,0.220,,,0
HD 221416 b,Transit,14.27670000,0.00370000,-0.00370000,0,0.122800,0.002500,-0.002600,0,0.115000,0.034000,-0.030000,0,0.19000,0.01800,-0.01800,0,0.836,0.031,-0.028,0,0.43100,0.06400,-0.06000,0,5080.00,90.00,-90.00,0,1.21,0.07,-0.07,0,2.94,0.06,-0.06,0,,,,0,0.712,0.014,-0.015,0
HD 221585 b,Radial Velocity,1173.00000000,16.00000000,-16.00000000,0,2.306000,0.081000,-0.081000,0,0.123000,0.069000,-0.069000,0,1.61000,0.14000,-0.14000,0,,,,,,,,,5620.00,27.00,-27.00,0,1.19,0.12,-0.12,0,,,,,,,,,0.422,0.029,-0.031,0
HD 222076 b,Radial Velocity,871.00000000,19.00000000,-19.00000000,0,1.830000,0.030000,-0.030000,0,0.080000,0.050000,-0.050000,0,1.56000,0.11000,-0.11000,0,,,,,,,,,4806.00,100.00,-100.00,0,1.07,0.25,-0.25,0,4.10,0.60,-0.60,0,,,,,0.929,,,0
HD 222155 b,Radial Velocity,3999.00000000,500.00000000,-500.00000000,0,5.140000,0.460000,-0.460000,0,0.160000,0.220000,-0.220000,0,2.12000,0.50000,-0.50000,0,,,,0,,,,0,5701.00,44.00,-44.00,0,1.21,0.10,-0.10,0,1.85,0.04,-0.04,0,,,,0,,,,0
HD 222582 b,Radial Velocity,572.38000000,0.61000000,-0.61000000,0,1.340000,0.020000,-0.020000,0,0.730000,0.010000,-0.010000,0,8.37000,0.40000,-0.40000,0,,,,0,,,,0,5790.00,14.00,-14.00,0,1.12,0.06,-0.06,0,1.13,0.02,-0.02,0,,,,0,,,,0
HD 224538 b,Radial Velocity,1189.10000000,5.10000000,-5.10000000,0,2.280000,0.080000,-0.080000,0,0.464000,0.022000,-0.022000,0,5.97000,0.42000,-0.42000,0,,,,,,,,,6097.00,100.00,-100.00,0,1.34,0.05,-0.05,0,1.54,0.06,-0.06,0,,,,,0.470,0.024,-0.026,0
HD 224693 b,Radial Velocity,26.69040000,0.00190000,-0.00190000,0,0.191000,0.014000,-0.014000,0,0.104000,0.017000,-0.017000,0,0.70000,0.12000,-0.12000,0,,,,0,,,,0,5894.00,,,0,1.31,0.29,-0.29,0,1.93,0.18,-0.18,0,,,,0,0.610,0.080,-0.080,0
HD 22781 b,Radial Velocity,528.07000000,0.14000000,-0.14000000,0,1.167000,0.039000,-0.039000,0,0.819100,0.002300,-0.002300,0,13.65000,0.97000,-0.97000,0,,,,0,,,,0,5027.00,50.00,-50.00,0,0.75,0.03,-0.03,0,,,,,,,,0,,,,
HD 23079 b,Radial Velocity,730.59998000,5.70000000,-5.70000000,0,1.600000,0.030000,-0.030000,0,0.100000,0.030000,-0.030000,0,2.61000,0.11000,-0.11000,0,,,,0,,,,0,5974.00,10.00,-10.00,0,1.12,0.06,-0.06,0,1.07,0.01,-0.01,0,,,,0,,,,0
HD 23127 b,Radial Velocity,1214.00000000,9.00000000,-9.00000000,0,2.320000,0.060000,-0.060000,0,0.440000,0.070000,-0.070000,0,1.64000,0.18000,-0.18000,0,,,,0,,,,0,5773.00,56.00,-56.00,0,1.42,0.20,-0.20,0,1.64,0.05,-0.05,0,,,,0,,,,0
HD 231701 b,Radial Velocity,141.63000000,0.06700000,-0.06700000,0,0.567000,0.053000,-0.053000,0,0.130000,0.032000,-0.032000,0,1.13000,0.25000,-0.25000,0,,,,0,,,,0,6101.00,,,0,1.21,0.34,-0.34,0,1.53,0.20,-0.20,0,,,,0,0.470,0.110,-0.110,0
HD 233604 b,Radial Velocity,192.00000000,0.22000000,-0.22000000,0,0.747000,,,0,0.050000,0.030000,-0.030000,0,6.57500,,,0,,,,,,,,,4791.00,45.00,-45.00,0,1.50,0.30,-0.30,0,10.90,0.60,-0.60,0,,,,,1.750,0.180,-0.180,0
HD 23472 b,Transit,17.66700000,0.14200000,-0.09500000,0,0.121000,0.001000,-0.001000,0,0.000000,,,0,0.05638,0.00444,-0.04405,0,,,,0,,,,0,,,,0,0.75,0.04,-0.03,0,0.73,0.01,-0.01,0,,,,0,-0.636,0.009,-0.010,0
HD 23472 c,Transit,29.62500000,0.22400000,-0.17100000,0,0.170000,0.001000,-0.001000,0,0.000000,,,0,0.05405,0.00337,-0.04333,0,,,,0,,,,0,,,,0,0.75,0.04,-0.03,0,0.73,0.01,-0.01,0,,,,0,-0.636,0.009,-0.010,0
